product_id,product_name,product_url,current_price,original_price,discount_rate,rating,review_count,delivery_badge,is_rocket,crawled_at,product_name_english
3087575875,"나우푸드 데일리 비츠 멀티비타민 & 미네랄 타블렛, 100정",https://www.coupang.com/vp/products/209272?itemId=24071636506&vendorItemId=3087575875&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=29&rank=29,"15,030원","17,090원",12%,5,12028,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Daily Vits Multivitamin & Mineral Tablets, 100 Count"
89967270672,"나우푸드 마카 500mg 베지 캡슐, 100정",https://www.coupang.com/vp/products/8402642056?itemId=22932912624&vendorItemId=89967270672&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=30&rank=30,"9,770원","11,240원",13%,5,161,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Maca 500mg Veg Capsules, 100 Count"
3086626931,"나우푸드 L-글루타민 500mg 베지 캡슐, 120정",https://www.coupang.com/vp/products/6604214309?itemId=14948586022&vendorItemId=3086626931&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=31&rank=31,"11,580원","16,190원",28%,5,2736,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods L-Glutamine 500mg Veg Capsules, 120 Count"
3272967564,"나우푸드 비타민 D-3 10000IU 소프트젤, 120정",https://www.coupang.com/vp/products/2495701?itemId=2075683&vendorItemId=3272967564&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=32&rank=32,"12,890원","18,350원",29%,5,2583,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Vitamin D-3 10,000 IU Softgels, 120 Count"
3086380391,"나우푸드 포타슘 시트레이트 99mg 캡슐, 180정",https://www.coupang.com/vp/products/29208?itemId=70183&vendorItemId=3086380391&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=33&rank=33,"13,230원",,,5,5107,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Potassium Citrate 99mg Capsules, 180 Count"
3180741515,"나우푸드 실리마린 밀크 시슬 추출물 300mg 베지 캡슐, 100정",https://www.coupang.com/vp/products/7156986260?itemId=13631129686&vendorItemId=3180741515&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=34&rank=34,"17,420원","28,070원",37%,5,79568,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Silymarin Milk Thistle Extract 300mg Veg Capsules, 100 Count"
3276044404,"나우푸드 셀레늄 200mcg 베지 캡슐, 180정",https://www.coupang.com/vp/products/26200?itemId=65359&vendorItemId=3276044404&q=나우푸드&searchId=233bd4df239491&sourceType=search&itemsCount=36&searchRank=35&rank=35,"13,480원","20,510원",34%,5,3029,조건부 무료배송,TRUE,2025-09-03 11:52:45,"NOW Foods Selenium 200mcg Veg Capsules, 180 Count"
3086438015,"나우푸드 브로멜라인 2400GDU/g-500mg 베지 캡슐, 120정",https://www.coupang.com/vp/products/29245?itemId=70260&vendorItemId=3086438015&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=36&rank=36,"28,260원","32,490원",13%,5,3000,무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Bromelain 2400 GDU/g - 500mg Veg Capsules, 120 Count"
3180741515,"나우푸드 실리마린 밀크 시슬 추출물 300mg 베지 캡슐, 100정",https://www.coupang.com/vp/products/7156986260?itemId=13631129686&vendorItemId=3180741515&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=37&rank=37,"17,420원","28,070원",37%,5,79568,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Silymarin Milk Thistle Extract 300mg Veg Capsules, 100 Count"
3086380391,"나우푸드 포타슘 시트레이트 99mg 캡슐, 180정",https://www.coupang.com/vp/products/29208?itemId=70183&vendorItemId=3086380391&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=38&rank=38,"13,230원",,,5,5107,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Potassium Citrate 99mg Capsules, 180 Count"
3213626271,"나우푸드 비타민 D-3 1000 IU 츄어블, 180정",https://www.coupang.com/vp/products/587388?itemId=2073409&vendorItemId=3213626271&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=39&rank=39,"9,170원","12,950원",29%,5,2928,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Vitamin D-3 1,000 IU Chewables, 180 Count"
89967271031,"나우푸드 더블 스트렝스 타우린 1000mg 베지 캡슐, 100정",https://www.coupang.com/vp/products/8104064905?itemId=22932913091&vendorItemId=89967271031&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=40&rank=40,"10,630원","12,220원",13%,5,517,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Double Strength Taurine 1000mg Veggie Capsules, 100 Count"
88994202443,"나우푸드 프로폴리스 2000 5:1 추출물 소프트젤, 90정",https://www.coupang.com/vp/products/7951160750?itemId=21946370043&vendorItemId=88994202443&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=41&rank=41,"20,700원","23,800원",13%,5,396,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Propolis 2000 5:1 Extract Softgels, 90 Count"
3086644774,"나우푸드 철분 18mg 베지 캡슐, 120정",https://www.coupang.com/vp/products/2557580?itemId=3108009001&vendorItemId=3086644774&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=42&rank=42,"10,480원","12,050원",13%,5,2777,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Iron 18mg Veggie Capsules, 120 Count"
3275482490,"나우푸드 L-타이로신 500mg 캡슐, 120정",https://www.coupang.com/vp/products/3250876?itemId=65373&vendorItemId=3275482490&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=43&rank=43,"13,600원","17,270원",21%,4.5,1431,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods L-Tyrosine 500mg Capsules, 120 Count"
92429858177,"나우푸드 L-시스테인 500mg 베지 캡슐, 90정",https://www.coupang.com/vp/products/8715214763?itemId=25436909250&vendorItemId=92429858177&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=44&rank=44,"16,850원","19,370원",13%,4.5,10,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods L-Cysteine 500mg Veggie Capsules, 90 Count"
89967646175,"나우푸드 판토텐산 500mg 베지 캡슐, 100정",https://www.coupang.com/vp/products/7007680965?itemId=6160351716&vendorItemId=89967646175&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=45&rank=45,"11,720원","13,480원",13%,5,248,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Pantothenic Acid 500mg Veggie Capsules, 100 Count"
3278646203,"나우푸드 B-12 1000mcg 로젠지 비건, 250정",https://www.coupang.com/vp/products/3316288?itemId=68193&vendorItemId=3278646203&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=46&rank=46,"16,910원","19,440원",13%,5,3075,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods B-12 1000mcg Vegan Lozenges, 250 Count"
3276044404,"나우푸드 셀레늄 200mcg 베지 캡슐, 180정",https://www.coupang.com/vp/products/26200?itemId=65359&vendorItemId=3276044404&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=47&rank=47,"13,480원","20,510원",34%,5,3029,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Selenium 200mcg Veggie Capsules, 180 Count"
3086361478,"나우푸드 엽산 800mcg 비타민 B-12 타블렛, 250정",https://www.coupang.com/vp/products/29304?itemId=70356&vendorItemId=3086361478&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=48&rank=48,"8,170원","9,400원",13%,5,3080,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Folic Acid 800mcg with Vitamin B-12 Tablets, 250 Count"
89967270487,"나우푸드 타우린 500mg 베지 캡슐, 100정",https://www.coupang.com/vp/products/8104064726?itemId=22932912480&vendorItemId=89967270487&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=49&rank=49,"7,820원","8,990원",13%,4.5,37,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Taurine 500mg Veggie Capsules, 100 Count"
90023171979,"나우푸드 Super Enzymes 캡슐, 90정, 90정",https://www.coupang.com/vp/products/8289187179?itemId=20117688902&vendorItemId=90023171979&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=50&rank=50,"19,770원","22,730원",13%,5,145,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Super Enzymes Capsules, 90 Count"
3272717686,"나우푸드 마그네슘 시트레이트 베지 캡슐, 120정",https://www.coupang.com/vp/products/2551300?itemId=65385&vendorItemId=3272717686&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=51&rank=51,"15,920원","18,350원",13%,5,4445,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Magnesium Citrate Veg Capsules, 120 Count"
3085704433,"나우푸드 피 프로틴 파우더 단백질 보충제 언플레이버드, 907g",https://www.coupang.com/vp/products/1287590329?itemId=12702797833&vendorItemId=3085704433&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=52&rank=52,"29,020원","33,360원",13%,4.5,1664,무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Unflavored Pea Protein Powder Protein Supplement, 907g"
3086685173,"나우푸드 L-아르기닌 500mg 캡슐, 100정",https://www.coupang.com/vp/products/27897?itemId=17439985821&vendorItemId=3086685173&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=53&rank=53,"10,580원","12,950원",18%,5,8094,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods L-Arginine 500mg Capsules, 100 Count"
89967271049,"나우푸드 리버 리프레시 베지 캡슐, 90정",https://www.coupang.com/vp/products/265380117?itemId=22932913094&vendorItemId=89967271049&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=54&rank=54,"18,510원","20,570원",10%,5,32,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Liver Refresh Veg Capsules, 90 Count"
3180780249,"나우푸드 쏘 팔메토 베리즈 550mg 캡슐, 100정",https://www.coupang.com/vp/products/8289186862?itemId=13015793179&vendorItemId=3180780249&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=55&rank=55,"12,030원","13,830원",13%,4.5,1034,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Saw Palmetto Berries 550mg Capsules, 100 Count"
3280769420,"나우푸드 커큐민 베지 캡슐, 60정",https://www.coupang.com/vp/products/5573663?itemId=15789452587&vendorItemId=3280769420&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=56&rank=56,"22,900원","53,990원",57%,5,2413,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Curcumin Veg Capsules, 60 Count"
3086437988,"나우푸드 다이어트 서포트 베지 캡슐, 120정",https://www.coupang.com/vp/products/6524004908?itemId=14465810915&vendorItemId=3086437988&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=57&rank=57,"21,840원","33,470원",34%,4.5,1554,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Diet Support Veg Capsules, 120 Count"
3265927013,"나우푸드 칼슘 D-글루카레이트 500mg 베지 캡슐 비건 글루텐 프리, 90정",https://www.coupang.com/vp/products/1969923?itemId=8797682&vendorItemId=3265927013&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=58&rank=58,"27,770원","36,710원",24%,5,202,무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Calcium D-Glucarate 500mg Veg Capsules, Vegan Gluten-Free, 90 Count"
3146720968,"나우푸드 키토산 500mg 베지 캡슐, 240정",https://www.coupang.com/vp/products/8136129794?itemId=882372&vendorItemId=3146720968&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=59&rank=59,"29,980원","38,870원",22%,4.5,6067,무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Chitosan 500mg Veg Capsules, 240 Count"
3086684815,"나우푸드 L-아르기닌 500mg 캡슐, 250정",https://www.coupang.com/vp/products/27897?itemId=68212&vendorItemId=3086684815&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=60&rank=60,"18,600원","25,910원",28%,5,8094,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods L-Arginine 500mg, 250 Capsules"
3085673560,"나우푸드 판크레아틴 2000 캡슐, 250정",https://www.coupang.com/vp/products/8136129895?itemId=65415&vendorItemId=3085673560&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=61&rank=61,"28,130원","32,340원",13%,5,2794,무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Pancreatin 2000, 250 Capsules"
3272617402,"나우푸드 프로바이오틱-10 유산균 250억 베지 캡슐, 50정",https://www.coupang.com/vp/products/2638550?itemId=12089970338&vendorItemId=3272617402&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=62&rank=62,"17,680원","32,390원",45%,5,15014,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Probiotic-10, 25 Billion CFU, 50 Veg Capsules"
3146012458,"나우푸드 진저 루트 추출물 250mg 베지 캡슐, 90정",https://www.coupang.com/vp/products/349881?itemId=859703&vendorItemId=3146012458&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=63&rank=63,"11,000원","16,190원",32%,4.5,135,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Ginger Root Extract 250mg, 90 Veg Capsules"
3272996756,"나우푸드 철분 36mg 베지 캡슐, 90정",https://www.coupang.com/vp/products/8181051045?itemId=12467643679&vendorItemId=3272996756&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=64&rank=64,"10,710원","16,190원",33%,5,1259,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Iron 36mg, 90 Veg Capsules"
3086587278,"나우푸드 L-테아닌 100mg 베지 캡슐 비건, 90정",https://www.coupang.com/vp/products/13190956?itemId=55205591&vendorItemId=3086587278&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=65&rank=65,"14,850원","17,070원",13%,4.5,183,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods L-Theanine 100mg, 90 Veg Capsules, Vegan"
3531370031,"나우푸드 히알루로닉 애시드 더블 스트렝스 100mg 베지 캡슐, 120정",https://www.coupang.com/vp/products/65095217?itemId=219977034&vendorItemId=3531370031&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=66&rank=66,"27,730원","53,990원",48%,4.5,2133,무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Hyaluronic Acid Double Strength 100mg, 120 Veg Capsules"
3086593644,"나우푸드 징코 빌로바 120mg 베지 캡슐, 100개입",https://www.coupang.com/vp/products/6601554192?itemId=401330&vendorItemId=3086593644&q=나우푸드&searchId=b610694a2655150&sourceType=search&itemsCount=36&searchRank=67&rank=67,"14,120원","21,590원",34%,5,325,조건부 무료배송,TRUE,2025-09-03 11:53:10,"NOW Foods Ginkgo Biloba 120mg, 100 Veg Capsules"
